  0.0000000000E+000  0.0000000000E+000
  2.2316957968E+001  1.7185377289E+004
  1.0072333423E+004  3.8736219269E+004
  2.0165263676E+004  2.6358379275E+004
  3.0236511728E+004  2.1008871455E+004
  4.0366873199E+004  1.7461850997E+004
  5.0572497031E+004  1.5344871192E+004
  6.0829198174E+004  1.3969161103E+004
  7.1121010426E+004  1.2983855427E+004
  8.1256218403E+004  1.2215750056E+004
  9.1997113410E+004  1.1541608462E+004
  1.0239669367E+005  1.0943049436E+004
  1.1305611464E+005  1.0342918170E+004
  1.2369785620E+005  9.7935555429E+003
  1.3388736280E+005  9.2986758160E+003
  1.4414730643E+005  8.8772306040E+003
  1.5432723373E+005  8.5184173383E+003
  1.6426247649E+005  8.1702983012E+003
  1.7503021755E+005  7.8515097574E+003
  1.8549597234E+005  7.5764745448E+003
  1.9532538089E+005  7.3388489898E+003
  2.0584764203E+005  7.1099328172E+003
  2.1547221155E+005  6.9138577467E+003
  2.2570885449E+005  6.7229060624E+003
  2.3661369687E+005  6.5398304433E+003
  2.4625616609E+005  6.3931451867E+003
  2.5644522529E+005  6.2507047915E+003
  2.6731877969E+005  6.1114917157E+003
  2.7653848112E+005  6.0084765481E+003
  2.8620429879E+005  5.9136361867E+003
  2.9634512933E+005  5.8169966137E+003
  3.0699196772E+005  5.7262230687E+003
  3.1817807761E+005  5.6369845244E+003
  3.2993918012E+005  5.5540836314E+003
  3.3916033200E+005  5.4916552620E+003
  3.4874370483E+005  5.4328064031E+003
  3.5881536490E+005  5.3658884154E+003
  3.6929514953E+005  5.3011941580E+003
  3.8020382644E+005  5.2430280589E+003
  3.9156333801E+005  5.1832213493E+003
  4.0339688365E+005  5.1253291574E+003
  4.1572901670E+005  5.0683483432E+003
  4.2424020949E+005  5.0303350835E+003
  4.3299260189E+005  4.9956784853E+003
  4.4204284847E+005  4.9535609375E+003
  4.5140619752E+005  4.9119660347E+003
  4.6104255803E+005  4.8740181987E+003
  4.7096169705E+005  4.8363833599E+003
  4.8117375941E+005  4.8039936115E+003
  4.9168928752E+005  4.7724841940E+003
  5.0251924480E+005  4.7398697298E+003
  5.1367504154E+005  4.7116966843E+003
  5.2516856212E+005  4.6848649279E+003
  5.3713126396E+005  4.6421886833E+003
  5.4946713245E+005  4.6128311066E+003
  5.6218403248E+005  4.5832093475E+003
  5.7527721709E+005  4.5593904432E+003
  5.8875668199E+005  4.5372543176E+003
  5.9564543844E+005  4.5255346242E+003
  6.0263583135E+005  4.5149293716E+003
  6.0972961691E+005  4.5056278209E+003
  6.1692858488E+005  4.4976644341E+003
  6.2430752705E+005  4.4739229967E+003
  6.3180314995E+005  4.4611917007E+003
  6.3941162637E+005  4.4533281522E+003
  6.4713491112E+005  4.4461871779E+003
  6.5497499928E+005  4.4404800220E+003
  6.6293392560E+005  4.4321867786E+003
  6.7101376427E+005  4.4249616563E+003
  6.7921662898E+005  4.4192040852E+003
  6.8754467309E+005  4.4148133204E+003
  6.9600008989E+005  4.4120172522E+003
  7.0458511301E+005  4.4107257964E+003
  7.1338476171E+005  4.3803016646E+003
  7.2236282011E+005  4.3779027244E+003
  7.3148084947E+005  4.3770976480E+003
  7.4074132128E+005  4.3766228342E+003
  7.5014675930E+005  4.3741567976E+003
  7.5969973870E+005  4.3729905228E+003
  7.6940288670E+005  4.3732423877E+003
  7.7925888369E+005  4.3749730109E+003
  7.8927046474E+005  4.3782401002E+003
  7.9944042107E+005  4.3833057135E+003
  8.0986462630E+005  4.3569643854E+003
  8.2049909752E+005  4.3616173673E+003
  8.3130451946E+005  4.3670437630E+003
  8.4228397738E+005  4.3729456832E+003
  8.5344064819E+005  4.3760941785E+003
  8.6477778504E+005  4.3796541039E+003
  8.7629871412E+005  4.3846030811E+003
  9.1879940291E+005  4.3860625940E+003
  9.7628033020E+005  4.4215082156E+003
  1.0274889782E+006  4.4326901442E+003
  1.0868753103E+006  4.4487946616E+003
  1.1435468727E+006  4.4802605100E+003
  1.1942008194E+006  4.4929695829E+003
  1.2501132986E+006  4.5240200575E+003
  1.2958248877E+006  4.5358642452E+003
  1.3450512694E+006  4.5624788959E+003
  1.3980626984E+006  4.5776659216E+003
  1.4551502092E+006  4.5932862273E+003
  1.5166272145E+006  4.6186095357E+003
  1.5602161180E+006  4.6231872939E+003
  1.6060117098E+006  4.6374605256E+003
  1.6541257035E+006  4.6390751687E+003
  1.7046754680E+006  4.6481010704E+003
  1.7577843144E+006  4.6430325094E+003
  1.8716612793E+006  4.6406241145E+003
  1.9609279816E+006  4.6325662284E+003
  2.0516511018E+006  4.6210801462E+003
  2.1439702895E+006  4.6062880548E+003
  2.2379992386E+006  4.5873718816E+003
  2.3334746679E+006  4.5653620440E+003
  2.4303984546E+006  4.5362360483E+003
  2.5289329697E+006  4.5053169452E+003
  2.6291244997E+006  4.4672251587E+003
  2.7310318159E+006  4.4126159664E+003
  2.8348202166E+006  4.3631508753E+003
  2.9403655096E+006  4.3050295998E+003
  3.0478958467E+006  4.2461287318E+003
  3.1575103764E+006  4.1855625769E+003
  3.2692918741E+006  4.1217300071E+003
  3.3833718706E+006  4.0544218825E+003
  3.4998762733E+006  3.9918140111E+003
  3.6189925192E+006  3.9251266236E+003
  3.7408422196E+006  3.8620218129E+003
  3.8237965840E+006  3.8145344711E+003
  3.9078890289E+006  3.7713282677E+003
  3.9935924351E+006  3.7283234938E+003
  4.0807476419E+006  3.6786721541E+003
  4.1695326565E+006  3.6347480175E+003
  4.2600922591E+006  3.5868193088E+003
  4.3524916718E+006  3.5340218836E+003
  4.4467791858E+006  3.4829910173E+003
  4.5430102000E+006  3.4318296594E+003
  4.6412678759E+006  3.3708631227E+003
  4.7415828648E+006  3.3076750948E+003
  4.8439829182E+006  3.2358900243E+003
  4.9484978576E+006  3.1504486991E+003
  5.0000000000E+006  3.1504486991E+003
