  0.0000000000E+000 0000
  0.2231712790E+002 0000
  0.1007209700E+005 0000
  0.2016444522E+005 0000
  0.3023525415E+005 0000
  0.4036510174E+005 0000
  0.5057010792E+005 0000
  0.6082611495E+005 0000
  0.7111718223E+005 0000
  0.8125162718E+005 0000
  0.9199164674E+005 0000
  0.1023920006E+006 0000
  0.1130618170E+006 0000
  0.1237310844E+006 0000
  0.1339493277E+006 0000
  0.1442555875E+006 0000
  0.1545015122E+006 0000
  0.1645221985E+006 0000
  0.1754054776E+006 0000
  0.1859949470E+006 0000
  0.1959596634E+006 0000
  0.2066452365E+006 0000
  0.2164336240E+006 0000
  0.2268570755E+006 0000
  0.2379723292E+006 0000
  0.2478084142E+006 0000
  0.2582077654E+006 0000
  0.2693029344E+006 0000
  0.2787045655E+006 0000
  0.2885619274E+006 0000
  0.2989036516E+006 0000
  0.3097604416E+006 0000
  0.3211652616E+006 0000
  0.3300997348E+006 0000
  0.3393782738E+006 0000
  0.3490177084E+006 0000
  0.3591345204E+006 0000
  0.3696568007E+006 0000
  0.3806049847E+006 0000
  0.3920007662E+006 0000
  0.4038671215E+006 0000
  0.4120514172E+006 0000
  0.4204632136E+006 0000
  0.4291103770E+006 0000
  0.4380010836E+006 0000
  0.4472381632E+006 0000
  0.4567414695E+006 0000
  0.4665204887E+006 0000
  0.4765850808E+006 0000
  0.4869454940E+006 0000
  0.4976123864E+006 0000
  0.5085886385E+006 0000
  0.5198775835E+006 0000
  0.5315517525E+006 0000
  0.5408119813E+006 0000
  0.5507842349E+006 0000
  0.5615232612E+006 0000
  0.5730880180E+006 0000
  0.5855419962E+006 0000
  0.5943722125E+006 0000
  0.6036494585E+006 0000
  0.6133963651E+006 0000
  0.6236367088E+006 0000
  0.6343954700E+006 0000
  0.6456988934E+006 0000
  0.6575745526E+006 0000
  0.6700514171E+006 0000
  0.6831599228E+006 0000
  0.6969320466E+006 0000
  0.7040773985E+006 0000
  0.7077393914E+006 0000
  0.7153403153E+006 0000
  0.7274692448E+006 0000
  0.7360689925E+006 0000
  0.7451041025E+006 0000
  0.7545966149E+006 0000
  0.7645696857E+006 0000
  0.7750476433E+006 0000
  0.7860560474E+006 0000
  0.7976217521E+006 0000
  0.8068495524E+006 0000
  0.8167868840E+006 0000
  0.8274883032E+006 0000
  0.8390125613E+006 0000
  0.8514229268E+006 0000
  0.8602222205E+006 0000
  0.8694669784E+006 0000
  0.9216888011E+006 0000
  0.9729939455E+006 0000
  0.1025327683E+007 0000
  0.1077921505E+007 0000
  0.1130719696E+007 0000
  0.1182035428E+007 0000
  0.1236455296E+007 0000
  0.1288605765E+007 0000
  0.1347921240E+007 0000
  0.1404085706E+007 0000
  0.1456326949E+007 0000
  0.1516699517E+007 0000
  0.1568762407E+007 0000
  0.1621139723E+007 0000
  0.1671122677E+007 0000
  0.1727673801E+007 0000
  0.1778220099E+007 0000
  0.1879934416E+007 0000
  0.1983687956E+007 0000
  0.2101696299E+007 0000
  0.2198151676E+007 0000
  0.2301723389E+007 0000
  0.2419524924E+007 0000
  0.2531068502E+007 0000
  0.2629476787E+007 0000
  0.2741405485E+007 0000
  0.2847388208E+007 0000
  0.2954010997E+007 0000
  0.3045076208E+007 0000
  0.3167759293E+007 0000
  0.3273556282E+007 0000
  0.3379992216E+007 0000
  0.3481562567E+007 0000
  0.3596480098E+007 0000
  0.3699195219E+007 0000
  0.3812573495E+007 0000
  0.3905266597E+007 0000
  0.4005086929E+007 0000
  0.4112582510E+007 0000
  0.4228343492E+007 0000
  0.4353005409E+007 0000
  0.4441394169E+007 0000
  0.4534257610E+007 0000
  0.4631822263E+007 0000
  0.4732159357E+007 0000
  0.4834570801E+007 0000
  0.4939085009E+007 0000
  0.5000000000E+007 0000
  0.5000000000E+007 0000
