 0007   0.101598E+00   0.296427E+09   0.291764E+10   0.129892E+10   0.911565E+14
 0008   0.136639E+00   0.360516E+09   0.182900E+10   0.125314E+10   0.682832E+14
 0009   0.174909E+00   0.430518E+09   0.182914E+10   0.121111E+10   0.524898E+14
 0010   0.218437E+00   0.506492E+09   0.174540E+10   0.116370E+10   0.412389E+14
 0011   0.266145E+00   0.585651E+09   0.165925E+10   0.112308E+10   0.329506E+14
 0012   0.316363E+00   0.666970E+09   0.161933E+10   0.108943E+10   0.266579E+14
 0013   0.366884E+00   0.749053E+09   0.162472E+10   0.106728E+10   0.217627E+14
 0014   0.425473E+00   0.837042E+09   0.150180E+10   0.103782E+10   0.178731E+14
 0015   0.493280E+00   0.930492E+09   0.137817E+10   0.100682E+10   0.147314E+14
 0016   0.555547E+00   0.102088E+10   0.145164E+10   0.994713E+09   0.121600E+14
 0017   0.634450E+00   0.112167E+10   0.127734E+10   0.968837E+09   0.100295E+14
 0018   0.702955E+00   0.121774E+10   0.140246E+10   0.963531E+09   0.824753E+13
 0019   0.788471E+00   0.132498E+10   0.125400E+10   0.947592E+09   0.674570E+13
 0020   0.878467E+00   0.143733E+10   0.124841E+10   0.934319E+09   0.547162E+13
 0021   0.974714E+00   0.155589E+10   0.123181E+10   0.922433E+09   0.438523E+13
 0022   0.107844E+01   0.168130E+10   0.120913E+10   0.913572E+09   0.345583E+13
 0023   0.118999E+01   0.181474E+10   0.119609E+10   0.907767E+09   0.265890E+13
 0024   0.130931E+01   0.195743E+10   0.119589E+10   0.908240E+09   0.197477E+13
 0025   0.145910E+01   0.212319E+10   0.110665E+10   0.897303E+09   0.138730E+13
 0026   0.159646E+01   0.229141E+10   0.122461E+10   0.908487E+09   0.102973E+13
 0027   0.177015E+01   0.249201E+10   0.115499E+10   0.922624E+09   0.844548E+12
 0028   0.196194E+01   0.272881E+10   0.123465E+10   0.955978E+09   0.680975E+12
 0029   0.221338E+01   0.304454E+10   0.125569E+10   0.101765E+10   0.540519E+12
 0030   0.258268E+01   0.353229E+10   0.132076E+10   0.103133E+10   0.425470E+12
 0031   0.304318E+01   0.415671E+10   0.135595E+10   0.105791E+10   0.335938E+12
 0032   0.374008E+01   0.504162E+10   0.126979E+10   0.996553E+09   0.269466E+12
 0033   0.439113E+01   0.587773E+10   0.128424E+10   0.965329E+09   0.220027E+12
 0034   0.516952E+01   0.676078E+10   0.113446E+10   0.933636E+09   0.182033E+12
 0035   0.596667E+01   0.764591E+10   0.111036E+10   0.911885E+09   0.152082E+12
 0036   0.684961E+01   0.857234E+10   0.104925E+10   0.890213E+09   0.127968E+12
 0037   0.780053E+01   0.953836E+10   0.101589E+10   0.870140E+09   0.108212E+12
 0038   0.870800E+01   0.104918E+11   0.105061E+10   0.861057E+09   0.917860E+11
 0039   0.980978E+01   0.115418E+11   0.953007E+09   0.842303E+09   0.779742E+11
 0040   0.108406E+02   0.125731E+11   0.100049E+10   0.836858E+09   0.662799E+11
 0041   0.120872E+02   0.137157E+11   0.916614E+09   0.820339E+09   0.562962E+11
 0042   0.132402E+02   0.148332E+11   0.969177E+09   0.817674E+09   0.477029E+11
 0043   0.146291E+02   0.160743E+11   0.893602E+09   0.808187E+09   0.402682E+11
 0044   0.160998E+02   0.173860E+11   0.891922E+09   0.801525E+09   0.338122E+11
 0045   0.176665E+02   0.187816E+11   0.890740E+09   0.797851E+09   0.281992E+11
 0046   0.193394E+02   0.202791E+11   0.895153E+09   0.796439E+09   0.233195E+11
 0047   0.211436E+02   0.218982E+11   0.897384E+09   0.797467E+09   0.190778E+11
 0048   0.230808E+02   0.236595E+11   0.909218E+09   0.803259E+09   0.153301E+11
 0049   0.254549E+02   0.257130E+11   0.864979E+09   0.803853E+09   0.122194E+11
 0050   0.280831E+02   0.280221E+11   0.878567E+09   0.810238E+09   0.948993E+10
 0051   0.309761E+02   0.306772E+11   0.917772E+09   0.809183E+09   0.716363E+10
 0052   0.338348E+02   0.332761E+11   0.909115E+09   0.816168E+09   0.543903E+10
 0053   0.370041E+02   0.359787E+11   0.852753E+09   0.822801E+09   0.414547E+10
 0054   0.399601E+02   0.386157E+11   0.892086E+09   0.839872E+09   0.316672E+10
 0055   0.432742E+02   0.414500E+11   0.855221E+09   0.851642E+09   0.242129E+10
 0056   0.465511E+02   0.443562E+11   0.886869E+09   0.867808E+09   0.184993E+10
 0057   0.498390E+02   0.473702E+11   0.916681E+09   0.889950E+09   0.140988E+10
 0058   0.531417E+02   0.505429E+11   0.960670E+09   0.922850E+09   0.107005E+10
 0059   0.565042E+02   0.540042E+11   0.102935E+10   0.965933E+09   0.808917E+09
 0060   0.604591E+02   0.580996E+11   0.103555E+10   0.100250E+10   0.610528E+09
 0061   0.647491E+02   0.627626E+11   0.108691E+10   0.103579E+10   0.460995E+09
 0062   0.699409E+02   0.682262E+11   0.105237E+10   0.104851E+10   0.349043E+09
 0063   0.750698E+02   0.739070E+11   0.110761E+10   0.105974E+10   0.265732E+09
 0064   0.800380E+02   0.795979E+11   0.114546E+10   0.107942E+10   0.203554E+09
 0065   0.852322E+02   0.855141E+11   0.113899E+10   0.109909E+10   0.156750E+09
 0066   0.904502E+02   0.915754E+11   0.116163E+10   0.112314E+10   0.121237E+09
 0067   0.956351E+02   0.978068E+11   0.120183E+10   0.115307E+10   0.940894E+08
 0068   0.101432E+03   0.104618E+12   0.117494E+10   0.117325E+10   0.732116E+08
 0069   0.106650E+03   0.111365E+12   0.129289E+10   0.120476E+10   0.570698E+08
 0070   0.112657E+03   0.118771E+12   0.123298E+10   0.122945E+10   0.445044E+08
 0071   0.118175E+03   0.126219E+12   0.134982E+10   0.126579E+10   0.346792E+08
 0072   0.124501E+03   0.134449E+12   0.130109E+10   0.129843E+10   0.269807E+08
 0073   0.130314E+03   0.142853E+12   0.144559E+10   0.134376E+10   0.209472E+08
 0074   0.137050E+03   0.152283E+12   0.139987E+10   0.138956E+10   0.162228E+08
 0075   0.144111E+03   0.162698E+12   0.147519E+10   0.143888E+10   0.125292E+08
 0076   0.151487E+03   0.174188E+12   0.155767E+10   0.149854E+10   0.964183E+07
 0077   0.159328E+03   0.187143E+12   0.165228E+10   0.156736E+10   0.738680E+07
 0078   0.168611E+03   0.202590E+12   0.166401E+10   0.162000E+10   0.563784E+07
 0079   0.178883E+03   0.220258E+12   0.171987E+10   0.165649E+10   0.428244E+07
 0080   0.189209E+03   0.239071E+12   0.182188E+10   0.170122E+10   0.323028E+07
 0081   0.200587E+03   0.259757E+12   0.181828E+10   0.171972E+10   0.242963E+07
 0082   0.211472E+03   0.280278E+12   0.188519E+10   0.175959E+10   0.183320E+07
 0083   0.224283E+03   0.302968E+12   0.177110E+10   0.175783E+10   0.139086E+07
 0084   0.234343E+03   0.323149E+12   0.200597E+10   0.181691E+10   0.106248E+07
 0085   0.247125E+03   0.346264E+12   0.180841E+10   0.183720E+10   0.816611E+06
 0086   0.258285E+03   0.368544E+12   0.199644E+10   0.190555E+10   0.629915E+06
 0087   0.270773E+03   0.393533E+12   0.200115E+10   0.195446E+10   0.487619E+06
 0088   0.283490E+03   0.420063E+12   0.208618E+10   0.201317E+10   0.379514E+06
 0089   0.296844E+03   0.448898E+12   0.215921E+10   0.207827E+10   0.297738E+06
 0090   0.310875E+03   0.480443E+12   0.224815E+10   0.215208E+10   0.236136E+06
 0091   0.325801E+03   0.515470E+12   0.234677E+10   0.224570E+10   0.189917E+06
 0092   0.341808E+03   0.555458E+12   0.249815E+10   0.236226E+10   0.155078E+06
 0093   0.359192E+03   0.602451E+12   0.270328E+10   0.248556E+10   0.128577E+06
 0094   0.383011E+03   0.663019E+12   0.254284E+10   0.252654E+10   0.107391E+06
 0095   0.404531E+03   0.724922E+12   0.287654E+10   0.260160E+10   0.884451E+05
 0096   0.429448E+03   0.794128E+12   0.277749E+10   0.269048E+10   0.698778E+05
 0097   0.455385E+03   0.871003E+12   0.296382E+10   0.283619E+10   0.501470E+05
 0098   0.485235E+03   0.964917E+12   0.314624E+10   0.305985E+10   0.268477E+05
 0099   0.519438E+03   0.109040E+13   0.366890E+10   0.362303E+10   0.918351E+04
