# Temp u g r i z U B V R I NUV FUV M2 W1 W2
4.380000000000000000e+05 -1.002909999999999968e+01 -1.059970000000000034e+01 -1.120509999999999984e+01 -1.162289999999999957e+01 -1.200249999999999950e+01 -9.259980000000000544e+00 -1.055320000000000036e+01 -1.093089999999999939e+01 -1.132559999999999967e+01 -1.108450000000000024e+01 -9.055360000000000298e+00 -8.259660000000000224e+00 -9.041449999999999321e+00 -9.254789999999999850e+00 -8.766930000000000334e+00
4.390000000000000000e+05 -1.003640000000000043e+01 -1.060710000000000086e+01 -1.121240000000000059e+01 -1.163030000000000008e+01 -1.200980000000000025e+01 -9.267289999999999139e+00 -1.056060000000000088e+01 -1.093829999999999991e+01 -1.133300000000000018e+01 -1.109190000000000076e+01 -9.062590000000000146e+00 -8.266799999999999926e+00 -9.048690000000000566e+00 -9.262040000000000717e+00 -8.774139999999999162e+00
4.400000000000000000e+05 -1.004369999999999941e+01 -1.061439999999999984e+01 -1.121979999999999933e+01 -1.163760000000000083e+01 -1.201720000000000077e+01 -9.274589999999999890e+00 -1.056789999999999985e+01 -1.094560000000000066e+01 -1.134029999999999916e+01 -1.109919999999999973e+01 -9.069810000000000372e+00 -8.273939999999999628e+00 -9.055910000000000792e+00 -9.269270000000000564e+00 -8.781330000000000524e+00
4.410000000000000000e+05 -1.005100000000000016e+01 -1.062170000000000059e+01 -1.122710000000000008e+01 -1.164499999999999957e+01 -1.202459999999999951e+01 -9.281869999999999621e+00 -1.057520000000000060e+01 -1.095299999999999940e+01 -1.134769999999999968e+01 -1.110650000000000048e+01 -9.077019999999999200e+00 -8.281050000000000466e+00 -9.063119999999999621e+00 -9.276490000000000791e+00 -8.788510000000000488e+00
4.420000000000000000e+05 -1.005819999999999936e+01 -1.062899999999999956e+01 -1.123440000000000083e+01 -1.165230000000000032e+01 -1.203190000000000026e+01 -9.289130000000000109e+00 -1.058239999999999981e+01 -1.096030000000000015e+01 -1.135500000000000043e+01 -1.111389999999999922e+01 -9.084210000000000562e+00 -8.288149999999999906e+00 -9.070309999999999206e+00 -9.283689999999999998e+00 -8.795669999999999433e+00
4.430000000000000000e+05 -1.006550000000000011e+01 -1.063620000000000054e+01 -1.124169999999999980e+01 -1.165959999999999930e+01 -1.203919999999999924e+01 -9.296379999999999200e+00 -1.058970000000000056e+01 -1.096749999999999936e+01 -1.136229999999999940e+01 -1.112110000000000021e+01 -9.091379999999999129e+00 -8.295239999999999725e+00 -9.077479999999999549e+00 -9.290869999999999962e+00 -8.802809999999999135e+00
4.440000000000000000e+05 -1.007269999999999932e+01 -1.064349999999999952e+01 -1.124900000000000055e+01 -1.166690000000000005e+01 -1.204649999999999999e+01 -9.303610000000000824e+00 -1.059699999999999953e+01 -1.097480000000000011e+01 -1.136960000000000015e+01 -1.112839999999999918e+01 -9.098539999999999850e+00 -8.302310000000000301e+00 -9.084640000000000271e+00 -9.298040000000000305e+00 -8.809939999999999216e+00
4.450000000000000000e+05 -1.007990000000000030e+01 -1.065070000000000050e+01 -1.125629999999999953e+01 -1.167420000000000080e+01 -1.205380000000000074e+01 -9.310819999999999652e+00 -1.060420000000000051e+01 -1.098210000000000086e+01 -1.137689999999999912e+01 -1.113569999999999993e+01 -9.105679999999999552e+00 -8.309359999999999857e+00 -9.091779999999999973e+00 -9.305199999999999250e+00 -8.817050000000000054e+00
4.460000000000000000e+05 -1.008709999999999951e+01 -1.065799999999999947e+01 -1.126350000000000051e+01 -1.168140000000000001e+01 -1.206099999999999994e+01 -9.318020000000000636e+00 -1.061139999999999972e+01 -1.098930000000000007e+01 -1.138410000000000011e+01 -1.114289999999999914e+01 -9.112809999999999633e+00 -8.316399999999999793e+00 -9.098900000000000432e+00 -9.312329999999999330e+00 -8.824149999999999494e+00
4.470000000000000000e+05 -1.009430000000000049e+01 -1.066520000000000046e+01 -1.127069999999999972e+01 -1.168870000000000076e+01 -1.206830000000000069e+01 -9.325200000000000600e+00 -1.061860000000000070e+01 -1.099649999999999928e+01 -1.139140000000000086e+01 -1.115019999999999989e+01 -9.119920000000000471e+00 -8.323430000000000106e+00 -9.106019999999999115e+00 -9.319459999999999411e+00 -8.831229999999999691e+00
4.480000000000000000e+05 -1.010149999999999970e+01 -1.067239999999999966e+01 -1.127800000000000047e+01 -1.169589999999999996e+01 -1.207549999999999990e+01 -9.332369999999999166e+00 -1.062579999999999991e+01 -1.100370000000000026e+01 -1.139860000000000007e+01 -1.115740000000000087e+01 -9.127010000000000289e+00 -8.330439999999999401e+00 -9.113110000000000710e+00 -9.326560000000000628e+00 -8.838290000000000646e+00
4.490000000000000000e+05 -1.010859999999999914e+01 -1.067950000000000088e+01 -1.128519999999999968e+01 -1.170309999999999917e+01 -1.208280000000000065e+01 -9.339520000000000266e+00 -1.063299999999999912e+01 -1.101089999999999947e+01 -1.140579999999999927e+01 -1.116460000000000008e+01 -9.134090000000000487e+00 -8.337429999999999453e+00 -9.120189999999999131e+00 -9.333660000000000068e+00 -8.845340000000000202e+00
4.500000000000000000e+05 -1.011580000000000013e+01 -1.068670000000000009e+01 -1.129229999999999912e+01 -1.171030000000000015e+01 -1.208999999999999986e+01 -9.346659999999999968e+00 -1.064010000000000034e+01 -1.101810000000000045e+01 -1.141300000000000026e+01 -1.117179999999999929e+01 -9.141159999999999286e+00 -8.344409999999999883e+00 -9.127259999999999707e+00 -9.340730000000000643e+00 -8.852380000000000138e+00
4.510000000000000000e+05 -1.012289999999999957e+01 -1.069379999999999953e+01 -1.129950000000000010e+01 -1.171749999999999936e+01 -1.209709999999999930e+01 -9.353780000000000427e+00 -1.064729999999999954e+01 -1.102529999999999966e+01 -1.142019999999999946e+01 -1.117890000000000050e+01 -9.148210000000000619e+00 -8.351380000000000692e+00 -9.134299999999999642e+00 -9.347789999999999822e+00 -8.859400000000000830e+00
4.520000000000000000e+05 -1.013000000000000078e+01 -1.070100000000000051e+01 -1.130659999999999954e+01 -1.172460000000000058e+01 -1.210430000000000028e+01 -9.360879999999999868e+00 -1.065440000000000076e+01 -1.103240000000000087e+01 -1.142740000000000045e+01 -1.118609999999999971e+01 -9.155239999999999156e+00 -8.358330000000000481e+00 -9.141339999999999577e+00 -9.354839999999999378e+00 -8.866410000000000124e+00
4.530000000000000000e+05 -1.013710000000000022e+01 -1.070809999999999995e+01 -1.131380000000000052e+01 -1.173179999999999978e+01 -1.211149999999999949e+01 -9.367969999999999686e+00 -1.066150000000000020e+01 -1.103950000000000031e+01 -1.143449999999999989e+01 -1.119319999999999915e+01 -9.162259999999999849e+00 -8.365259999999999252e+00 -9.148360000000000269e+00 -9.361869999999999692e+00 -8.873400000000000176e+00
4.540000000000000000e+05 -1.014409999999999989e+01 -1.071519999999999939e+01 -1.132089999999999996e+01 -1.173889999999999922e+01 -1.211860000000000070e+01 -9.375040000000000262e+00 -1.066859999999999964e+01 -1.104659999999999975e+01 -1.144159999999999933e+01 -1.120040000000000013e+01 -9.169259999999999522e+00 -8.372180000000000177e+00 -9.155359999999999943e+00 -9.368880000000000763e+00 -8.880369999999999209e+00
4.550000000000000000e+05 -1.015119999999999933e+01 -1.072230000000000061e+01 -1.132799999999999940e+01 -1.174600000000000044e+01 -1.212570000000000014e+01 -9.382099999999999440e+00 -1.067570000000000086e+01 -1.105369999999999919e+01 -1.144880000000000031e+01 -1.120749999999999957e+01 -9.176249999999999574e+00 -8.379089999999999705e+00 -9.162349999999999994e+00 -9.375890000000000057e+00 -8.887330000000000396e+00
4.560000000000000000e+05 -1.015820000000000078e+01 -1.072930000000000028e+01 -1.133510000000000062e+01 -1.175309999999999988e+01 -1.213279999999999959e+01 -9.389139999999999375e+00 -1.068270000000000053e+01 -1.106080000000000041e+01 -1.145589999999999975e+01 -1.121460000000000079e+01 -9.183230000000000004e+00 -8.385979999999999990e+00 -9.169320000000000803e+00 -9.382870000000000488e+00 -8.894280000000000186e+00
4.570000000000000000e+05 -1.016530000000000022e+01 -1.073639999999999972e+01 -1.134220000000000006e+01 -1.176019999999999932e+01 -1.213990000000000080e+01 -9.396169999999999689e+00 -1.068979999999999997e+01 -1.106789999999999985e+01 -1.146299999999999919e+01 -1.122160000000000046e+01 -9.190179999999999794e+00 -8.392860000000000653e+00 -9.176280000000000214e+00 -9.389839999999999520e+00 -8.901210000000000733e+00
4.580000000000000000e+05 -1.017229999999999990e+01 -1.074339999999999939e+01 -1.134919999999999973e+01 -1.176730000000000054e+01 -1.214700000000000024e+01 -9.403180000000000760e+00 -1.069679999999999964e+01 -1.107489999999999952e+01 -1.147000000000000064e+01 -1.122869999999999990e+01 -9.197129999999999583e+00 -8.399720000000000297e+00 -9.183230000000000004e+00 -9.396800000000000708e+00 -8.908129999999999882e+00
4.590000000000000000e+05 -1.017929999999999957e+01 -1.075040000000000084e+01 -1.135629999999999917e+01 -1.177430000000000021e+01 -1.215409999999999968e+01 -9.410180000000000433e+00 -1.070379999999999932e+01 -1.108200000000000074e+01 -1.147710000000000008e+01 -1.123569999999999958e+01 -9.204060000000000130e+00 -8.406570000000000320e+00 -9.190160000000000551e+00 -9.403740000000000876e+00 -8.915029999999999788e+00
4.600000000000000000e+05 -1.018629999999999924e+01 -1.075750000000000028e+01 -1.136330000000000062e+01 -1.178139999999999965e+01 -1.216109999999999935e+01 -9.417160000000000863e+00 -1.071080000000000076e+01 -1.108900000000000041e+01 -1.148409999999999975e+01 -1.124280000000000079e+01 -9.210969999999999658e+00 -8.413399999999999324e+00 -9.197070000000000078e+00 -9.410660000000000025e+00 -8.921910000000000451e+00
4.610000000000000000e+05 -1.019319999999999915e+01 -1.076440000000000019e+01 -1.137030000000000030e+01 -1.178839999999999932e+01 -1.216810000000000080e+01 -9.424129999999999896e+00 -1.071780000000000044e+01 -1.109600000000000009e+01 -1.149119999999999919e+01 -1.124980000000000047e+01 -9.217869999999999564e+00 -8.420220000000000482e+00 -9.203969999999999985e+00 -9.417569999999999553e+00 -8.928789999999999338e+00
4.620000000000000000e+05 -1.020020000000000060e+01 -1.077139999999999986e+01 -1.137729999999999997e+01 -1.179540000000000077e+01 -1.217520000000000024e+01 -9.431079999999999686e+00 -1.072480000000000011e+01 -1.110299999999999976e+01 -1.149820000000000064e+01 -1.125680000000000014e+01 -9.224759999999999849e+00 -8.427020000000000621e+00 -9.210860000000000269e+00 -9.424469999999999459e+00 -8.935650000000000759e+00
4.630000000000000000e+05 -1.020710000000000051e+01 -1.077839999999999954e+01 -1.138429999999999964e+01 -1.180240000000000045e+01 -1.218219999999999992e+01 -9.438019999999999854e+00 -1.073170000000000002e+01 -1.110989999999999966e+01 -1.150520000000000032e+01 -1.126379999999999981e+01 -9.231629999999999114e+00 -8.433820000000000761e+00 -9.217729999999999535e+00 -9.431350000000000122e+00 -8.942489999999999384e+00
4.640000000000000000e+05 -1.021400000000000041e+01 -1.078529999999999944e+01 -1.139129999999999932e+01 -1.180940000000000012e+01 -1.218909999999999982e+01 -9.444940000000000779e+00 -1.073869999999999969e+01 -1.111689999999999934e+01 -1.151210000000000022e+01 -1.127069999999999972e+01 -9.238490000000000535e+00 -8.440590000000000259e+00 -9.224589999999999179e+00 -9.438219999999999388e+00 -8.949320000000000164e+00
4.650000000000000000e+05 -1.022090000000000032e+01 -1.079229999999999912e+01 -1.139819999999999922e+01 -1.181630000000000003e+01 -1.219609999999999950e+01 -9.451850000000000307e+00 -1.074559999999999960e+01 -1.112390000000000079e+01 -1.151909999999999989e+01 -1.127769999999999939e+01 -9.245329999999999160e+00 -8.447350000000000136e+00 -9.231429999999999580e+00 -9.445069999999999411e+00 -8.956129999999999924e+00
4.660000000000000000e+05 -1.022780000000000022e+01 -1.079920000000000080e+01 -1.140509999999999913e+01 -1.182329999999999970e+01 -1.220309999999999917e+01 -9.458750000000000213e+00 -1.075249999999999950e+01 -1.113080000000000069e+01 -1.152609999999999957e+01 -1.128459999999999930e+01 -9.252159999999999940e+00 -8.454100000000000392e+00 -9.238260000000000360e+00 -9.451909999999999812e+00 -8.962939999999999685e+00
4.670000000000000000e+05 -1.023470000000000013e+01 -1.080610000000000070e+01 -1.141210000000000058e+01 -1.183019999999999960e+01 -1.221000000000000085e+01 -9.465630000000000877e+00 -1.075939999999999941e+01 -1.113770000000000060e+01 -1.153299999999999947e+01 -1.129149999999999920e+01 -9.258969999999999700e+00 -8.460839999999999250e+00 -9.245070000000000121e+00 -9.458740000000000592e+00 -8.969720000000000582e+00
4.680000000000000000e+05 -1.024160000000000004e+01 -1.081300000000000061e+01 -1.141900000000000048e+01 -1.183709999999999951e+01 -1.221690000000000076e+01 -9.472490000000000521e+00 -1.076629999999999932e+01 -1.114460000000000051e+01 -1.153989999999999938e+01 -1.129850000000000065e+01 -9.265769999999999840e+00 -8.467560000000000642e+00 -9.251870000000000260e+00 -9.465550000000000352e+00 -8.976490000000000080e+00
4.690000000000000000e+05 -1.024840000000000018e+01 -1.081980000000000075e+01 -1.142590000000000039e+01 -1.184399999999999942e+01 -1.222390000000000043e+01 -9.479340000000000543e+00 -1.077319999999999922e+01 -1.115150000000000041e+01 -1.154679999999999929e+01 -1.130540000000000056e+01 -9.272550000000000736e+00 -8.474270000000000636e+00 -9.258649999999999380e+00 -9.472340000000000870e+00 -8.983249999999999957e+00
4.700000000000000000e+05 -1.025530000000000008e+01 -1.082670000000000066e+01 -1.143270000000000053e+01 -1.185089999999999932e+01 -1.223080000000000034e+01 -9.486179999999999168e+00 -1.077999999999999936e+01 -1.115840000000000032e+01 -1.155369999999999919e+01 -1.131220000000000070e+01 -9.279329999999999856e+00 -8.480959999999999610e+00 -9.265430000000000277e+00 -9.479129999999999612e+00 -8.990000000000000213e+00
4.710000000000000000e+05 -1.026210000000000022e+01 -1.083350000000000080e+01 -1.143960000000000043e+01 -1.185779999999999923e+01 -1.223760000000000048e+01 -9.493000000000000327e+00 -1.078689999999999927e+01 -1.116520000000000046e+01 -1.156060000000000088e+01 -1.131910000000000061e+01 -9.286080000000000112e+00 -8.487640000000000740e+00 -9.272180000000000533e+00 -9.485889999999999489e+00 -8.996729999999999450e+00
4.720000000000000000e+05 -1.026890000000000036e+01 -1.084040000000000070e+01 -1.144650000000000034e+01 -1.186469999999999914e+01 -1.224450000000000038e+01 -9.499810000000000088e+00 -1.079369999999999941e+01 -1.117210000000000036e+01 -1.156750000000000078e+01 -1.132600000000000051e+01 -9.292830000000000368e+00 -8.494310000000000471e+00 -9.278930000000000788e+00 -9.492649999999999366e+00 -9.003450000000000841e+00
4.730000000000000000e+05 -1.027570000000000050e+01 -1.084720000000000084e+01 -1.145330000000000048e+01 -1.187149999999999928e+01 -1.225140000000000029e+01 -9.506600000000000605e+00 -1.080049999999999955e+01 -1.117890000000000050e+01 -1.157429999999999914e+01 -1.133280000000000065e+01 -9.299559999999999604e+00 -8.500959999999999184e+00 -9.285660000000000025e+00 -9.499390000000000001e+00 -9.010149999999999437e+00
4.740000000000000000e+05 -1.028250000000000064e+01 -1.085399999999999920e+01 -1.146010000000000062e+01 -1.187829999999999941e+01 -1.225820000000000043e+01 -9.513379999999999725e+00 -1.080729999999999968e+01 -1.118570000000000064e+01 -1.158109999999999928e+01 -1.133960000000000079e+01 -9.306269999999999598e+00 -8.507600000000000051e+00 -9.292370000000000019e+00 -9.506109999999999616e+00 -9.016840000000000188e+00
4.750000000000000000e+05 -1.028919999999999924e+01 -1.086079999999999934e+01 -1.146690000000000076e+01 -1.188509999999999955e+01 -1.226500000000000057e+01 -9.520139999999999603e+00 -1.081409999999999982e+01 -1.119250000000000078e+01 -1.158799999999999919e+01 -1.134639999999999915e+01 -9.312969999999999970e+00 -8.514219999999999899e+00 -9.299070000000000391e+00 -9.512819999999999609e+00 -9.023509999999999920e+00
4.760000000000000000e+05 -1.029599999999999937e+01 -1.086759999999999948e+01 -1.147369999999999912e+01 -1.189199999999999946e+01 -1.227180000000000071e+01 -9.526889999999999858e+00 -1.082089999999999996e+01 -1.119929999999999914e+01 -1.159479999999999933e+01 -1.135319999999999929e+01 -9.319660000000000721e+00 -8.520839999999999748e+00 -9.305759999999999366e+00 -9.519519999999999982e+00 -9.030179999999999652e+00
4.770000000000000000e+05 -1.030269999999999975e+01 -1.087429999999999986e+01 -1.148049999999999926e+01 -1.189869999999999983e+01 -1.227860000000000085e+01 -9.533630000000000493e+00 -1.082760000000000034e+01 -1.120609999999999928e+01 -1.160159999999999947e+01 -1.135999999999999943e+01 -9.326330000000000453e+00 -8.527430000000000732e+00 -9.312440000000000495e+00 -9.526210000000000733e+00 -9.036830000000000140e+00
4.780000000000000000e+05 -1.030940000000000012e+01 -1.088109999999999999e+01 -1.148729999999999940e+01 -1.190549999999999997e+01 -1.228539999999999921e+01 -9.540350000000000108e+00 -1.083430000000000071e+01 -1.121279999999999966e+01 -1.160829999999999984e+01 -1.136679999999999957e+01 -9.332990000000000563e+00 -8.534019999999999939e+00 -9.319100000000000605e+00 -9.532880000000000464e+00 -9.043459999999999610e+00
4.790000000000000000e+05 -1.031610000000000049e+01 -1.088780000000000037e+01 -1.149399999999999977e+01 -1.191230000000000011e+01 -1.229219999999999935e+01 -9.547060000000000102e+00 -1.084110000000000085e+01 -1.121959999999999980e+01 -1.161509999999999998e+01 -1.137349999999999994e+01 -9.339639999999999276e+00 -8.540589999999999904e+00 -9.325739999999999696e+00 -9.539540000000000575e+00 -9.050079999999999458e+00
4.800000000000000000e+05 -1.032280000000000086e+01 -1.089450000000000074e+01 -1.150070000000000014e+01 -1.191900000000000048e+01 -1.229889999999999972e+01 -9.553760000000000474e+00 -1.084779999999999944e+01 -1.122630000000000017e+01 -1.162190000000000012e+01 -1.138030000000000008e+01 -9.346270000000000522e+00 -8.547150000000000247e+00 -9.332380000000000564e+00 -9.546179999999999666e+00 -9.056689999999999685e+00
4.810000000000000000e+05 -1.032949999999999946e+01 -1.090119999999999933e+01 -1.150750000000000028e+01 -1.192580000000000062e+01 -1.230569999999999986e+01 -9.560439999999999827e+00 -1.085449999999999982e+01 -1.123300000000000054e+01 -1.162860000000000049e+01 -1.138700000000000045e+01 -9.352890000000000370e+00 -8.553699999999999193e+00 -9.339000000000000412e+00 -9.552809999999999135e+00 -9.063280000000000669e+00
4.820000000000000000e+05 -1.033619999999999983e+01 -1.090789999999999971e+01 -1.151420000000000066e+01 -1.193249999999999922e+01 -1.231240000000000023e+01 -9.567109999999999559e+00 -1.086120000000000019e+01 -1.123969999999999914e+01 -1.163530000000000086e+01 -1.139370000000000083e+01 -9.359500000000000597e+00 -8.560230000000000672e+00 -9.345599999999999241e+00 -9.559430000000000760e+00 -9.069869999999999877e+00
4.830000000000000000e+05 -1.034280000000000044e+01 -1.091460000000000008e+01 -1.152089999999999925e+01 -1.193919999999999959e+01 -1.231910000000000061e+01 -9.573760000000000048e+00 -1.086780000000000079e+01 -1.124639999999999951e+01 -1.164199999999999946e+01 -1.140039999999999942e+01 -9.366089999999999804e+00 -8.566750000000000753e+00 -9.352199999999999847e+00 -9.566029999999999589e+00 -9.076430000000000220e+00
4.840000000000000000e+05 -1.034950000000000081e+01 -1.092120000000000068e+01 -1.152759999999999962e+01 -1.194589999999999996e+01 -1.232579999999999920e+01 -9.580410000000000537e+00 -1.087449999999999939e+01 -1.125309999999999988e+01 -1.164869999999999983e+01 -1.140709999999999980e+01 -9.372669999999999391e+00 -8.573259999999999437e+00 -9.358779999999999433e+00 -9.572620000000000573e+00 -9.082990000000000563e+00
4.850000000000000000e+05 -1.035609999999999964e+01 -1.092789999999999928e+01 -1.153420000000000023e+01 -1.195250000000000057e+01 -1.233249999999999957e+01 -9.587030000000000385e+00 -1.088109999999999999e+01 -1.125970000000000049e+01 -1.165540000000000020e+01 -1.141370000000000040e+01 -9.379239999999999355e+00 -8.579750000000000654e+00 -9.365339999999999776e+00 -9.579200000000000159e+00 -9.089529999999999887e+00
4.860000000000000000e+05 -1.036270000000000024e+01 -1.093449999999999989e+01 -1.154090000000000060e+01 -1.195919999999999916e+01 -1.233919999999999995e+01 -9.593650000000000233e+00 -1.088780000000000037e+01 -1.126640000000000086e+01 -1.166210000000000058e+01 -1.142040000000000077e+01 -9.385790000000000077e+00 -8.586230000000000473e+00 -9.371900000000000119e+00 -9.585760000000000502e+00 -9.096059999999999590e+00
4.870000000000000000e+05 -1.036930000000000085e+01 -1.094120000000000026e+01 -1.154749999999999943e+01 -1.196589999999999954e+01 -1.234580000000000055e+01 -9.600250000000000838e+00 -1.089439999999999920e+01 -1.127299999999999969e+01 -1.166869999999999941e+01 -1.142699999999999960e+01 -9.392329999999999401e+00 -8.592700000000000671e+00 -9.378439999999999444e+00 -9.592309999999999448e+00 -9.102579999999999671e+00
4.880000000000000000e+05 -1.037589999999999968e+01 -1.094780000000000086e+01 -1.155410000000000004e+01 -1.197250000000000014e+01 -1.235249999999999915e+01 -9.606830000000000425e+00 -1.090099999999999980e+01 -1.127960000000000029e+01 -1.167539999999999978e+01 -1.143369999999999997e+01 -9.398860000000000881e+00 -8.599149999999999849e+00 -9.384959999999999525e+00 -9.598850000000000549e+00 -9.109080000000000510e+00
4.890000000000000000e+05 -1.038250000000000028e+01 -1.095439999999999969e+01 -1.156080000000000041e+01 -1.197910000000000075e+01 -1.235909999999999975e+01 -9.613410000000000011e+00 -1.090760000000000041e+01 -1.128619999999999912e+01 -1.168200000000000038e+01 -1.144030000000000058e+01 -9.405379999999999185e+00 -8.605600000000000804e+00 -9.391479999999999606e+00 -9.605370000000000630e+00 -9.115569999999999951e+00
4.900000000000000000e+05 -1.038899999999999935e+01 -1.096090000000000053e+01 -1.156739999999999924e+01 -1.198569999999999958e+01 -1.236570000000000036e+01 -9.619970000000000354e+00 -1.091419999999999924e+01 -1.129279999999999973e+01 -1.168859999999999921e+01 -1.144689999999999941e+01 -9.411880000000000024e+00 -8.612030000000000740e+00 -9.397980000000000445e+00 -9.611879999999999313e+00 -9.122049999999999770e+00
4.910000000000000000e+05 -1.039559999999999995e+01 -1.096749999999999936e+01 -1.157390000000000008e+01 -1.199230000000000018e+01 -1.237229999999999919e+01 -9.626519999999999300e+00 -1.092070000000000007e+01 -1.129940000000000033e+01 -1.169519999999999982e+01 -1.145350000000000001e+01 -9.418369999999999465e+00 -8.618439999999999657e+00 -9.404469999999999885e+00 -9.618380000000000152e+00 -9.128510000000000346e+00
4.920000000000000000e+05 -1.040210000000000079e+01 -1.097409999999999997e+01 -1.158050000000000068e+01 -1.199890000000000079e+01 -1.237889999999999979e+01 -9.633050000000000779e+00 -1.092730000000000068e+01 -1.130599999999999916e+01 -1.170180000000000042e+01 -1.146010000000000062e+01 -9.424839999999999662e+00 -8.624850000000000350e+00 -9.410940000000000083e+00 -9.624869999999999592e+00 -9.134959999999999525e+00
4.930000000000000000e+05 -1.040859999999999985e+01 -1.098060000000000080e+01 -1.158709999999999951e+01 -1.200549999999999962e+01 -1.238550000000000040e+01 -9.639570000000000860e+00 -1.093379999999999974e+01 -1.131250000000000000e+01 -1.170839999999999925e+01 -1.146659999999999968e+01 -9.431300000000000239e+00 -8.631240000000000023e+00 -9.417410000000000281e+00 -9.631339999999999790e+00 -9.141400000000000858e+00
4.940000000000000000e+05 -1.041510000000000069e+01 -1.098709999999999987e+01 -1.159360000000000035e+01 -1.201200000000000045e+01 -1.239199999999999946e+01 -9.646079999999999544e+00 -1.094030000000000058e+01 -1.131910000000000061e+01 -1.171490000000000009e+01 -1.147320000000000029e+01 -9.437749999999999417e+00 -8.637620000000000076e+00 -9.423859999999999459e+00 -9.637800000000000367e+00 -9.147830000000000794e+00
4.950000000000000000e+05 -1.042159999999999975e+01 -1.099360000000000070e+01 -1.160019999999999918e+01 -1.201859999999999928e+01 -1.239860000000000007e+01 -9.652580000000000382e+00 -1.094689999999999941e+01 -1.132559999999999967e+01 -1.172150000000000070e+01 -1.147969999999999935e+01 -9.444190000000000751e+00 -8.643990000000000506e+00 -9.430289999999999395e+00 -9.644239999999999924e+00 -9.154239999999999711e+00
4.960000000000000000e+05 -1.042810000000000059e+01 -1.100019999999999953e+01 -1.160670000000000002e+01 -1.202510000000000012e+01 -1.240509999999999913e+01 -9.659060000000000201e+00 -1.095330000000000048e+01 -1.133210000000000051e+01 -1.172799999999999976e+01 -1.148620000000000019e+01 -9.450609999999999289e+00 -8.650339999999999918e+00 -9.436719999999999331e+00 -9.650679999999999481e+00 -9.160640000000000782e+00
4.970000000000000000e+05 -1.043459999999999965e+01 -1.100660000000000061e+01 -1.161320000000000086e+01 -1.203159999999999918e+01 -1.241169999999999973e+01 -9.665530000000000399e+00 -1.095979999999999954e+01 -1.133859999999999957e+01 -1.173450000000000060e+01 -1.149269999999999925e+01 -9.457029999999999603e+00 -8.656679999999999708e+00 -9.443130000000000024e+00 -9.657099999999999795e+00 -9.167030000000000456e+00
4.980000000000000000e+05 -1.044100000000000072e+01 -1.101309999999999967e+01 -1.161969999999999992e+01 -1.203810000000000002e+01 -1.241820000000000057e+01 -9.671979999999999578e+00 -1.096630000000000038e+01 -1.134510000000000041e+01 -1.174099999999999966e+01 -1.149920000000000009e+01 -9.463419999999999277e+00 -8.663009999999999877e+00 -9.449529999999999319e+00 -9.663510000000000488e+00 -9.173400000000000887e+00
4.990000000000000000e+05 -1.044749999999999979e+01 -1.101960000000000051e+01 -1.162620000000000076e+01 -1.204460000000000086e+01 -1.242469999999999963e+01 -9.678430000000000533e+00 -1.097279999999999944e+01 -1.135159999999999947e+01 -1.174750000000000050e+01 -1.150569999999999915e+01 -9.469810000000000727e+00 -8.669330000000000425e+00 -9.455909999999999371e+00 -9.669900000000000162e+00 -9.179769999999999541e+00
5.000000000000000000e+05 -1.045390000000000086e+01 -1.102599999999999980e+01 -1.163260000000000005e+01 -1.205109999999999992e+01 -1.243120000000000047e+01 -9.684860000000000468e+00 -1.097920000000000051e+01 -1.135800000000000054e+01 -1.175399999999999956e+01 -1.151219999999999999e+01 -9.476190000000000779e+00 -8.675639999999999574e+00 -9.462289999999999424e+00 -9.676289999999999836e+00 -9.186120000000000729e+00
5.010000000000000000e+05 -1.046030000000000015e+01 -1.103250000000000064e+01 -1.163909999999999911e+01 -1.205760000000000076e+01 -1.243759999999999977e+01 -9.691280000000000783e+00 -1.098559999999999981e+01 -1.136449999999999960e+01 -1.176050000000000040e+01 -1.151859999999999928e+01 -9.482549999999999812e+00 -8.681929999999999481e+00 -9.468650000000000233e+00 -9.682660000000000267e+00 -9.192460000000000520e+00
5.020000000000000000e+05 -1.046669999999999945e+01 -1.103889999999999993e+01 -1.164550000000000018e+01 -1.206400000000000006e+01 -1.244410000000000061e+01 -9.697680000000000078e+00 -1.099210000000000065e+01 -1.137090000000000067e+01 -1.176689999999999969e+01 -1.152510000000000012e+01 -9.488899999999999224e+00 -8.688209999999999766e+00 -9.474999999999999645e+00 -9.689019999999999300e+00 -9.198779999999999291e+00
5.030000000000000000e+05 -1.047310000000000052e+01 -1.104529999999999923e+01 -1.165199999999999925e+01 -1.207049999999999912e+01 -1.245049999999999990e+01 -9.704079999999999373e+00 -1.099849999999999994e+01 -1.137729999999999997e+01 -1.177340000000000053e+01 -1.153149999999999942e+01 -9.495229999999999393e+00 -8.694480000000000430e+00 -9.481339999999999435e+00 -9.695360000000000866e+00 -9.205099999999999838e+00
5.040000000000000000e+05 -1.047949999999999982e+01 -1.105170000000000030e+01 -1.165840000000000032e+01 -1.207690000000000019e+01 -1.245700000000000074e+01 -9.710459999999999425e+00 -1.100489999999999924e+01 -1.138380000000000081e+01 -1.177979999999999983e+01 -1.153790000000000049e+01 -9.501559999999999562e+00 -8.700739999999999696e+00 -9.487659999999999982e+00 -9.701700000000000657e+00 -9.211399999999999366e+00
