   0.000000000E+00   0.171849944E+05  -0.480624731E+01  -0.537145843E+01  -0.518131768E+01  -0.487624731E+01  -0.461871212E+01  -0.435364175E+01  -0.617392325E+01  -0.513131768E+01  -0.503378250E+01  -0.501624731E+01  -0.497871212E+01
   0.220699886E+02   0.171853773E+05  -0.480629198E+01  -0.537152261E+01  -0.518136886E+01  -0.487629198E+01  -0.461875354E+01  -0.435367667E+01  -0.617398417E+01  -0.513136886E+01  -0.503383042E+01  -0.501629198E+01  -0.497875354E+01
   0.100447812E+05   0.387364412E+05  -0.138984937E+02  -0.149264843E+02  -0.145024890E+02  -0.140084937E+02  -0.136484937E+02  -0.133144984E+02  -0.157064843E+02  -0.144824890E+02  -0.142184937E+02  -0.141084937E+02  -0.139844984E+02
   0.200885245E+05   0.263585314E+05  -0.143746497E+02  -0.152401277E+02  -0.148923887E+02  -0.144735192E+02  -0.141446497E+02  -0.138357802E+02  -0.160301277E+02  -0.148623887E+02  -0.146635192E+02  -0.145846497E+02  -0.144857802E+02
   0.301148589E+05   0.210091294E+05  -0.145484763E+02  -0.152700476E+02  -0.150011048E+02  -0.146347906E+02  -0.143384763E+02  -0.140521621E+02  -0.160700476E+02  -0.149674191E+02  -0.148047906E+02  -0.147584763E+02  -0.146921621E+02
   0.401940733E+05   0.174620472E+05  -0.146417707E+02  -0.152210956E+02  -0.150215457E+02  -0.147117707E+02  -0.144518833E+02  -0.141821083E+02  -0.160212081E+02  -0.149715457E+02  -0.148716582E+02  -0.148517707E+02  -0.148118833E+02
   0.503403297E+05   0.153450516E+05  -0.146532854E+02  -0.151125868E+02  -0.149872717E+02  -0.147232854E+02  -0.144819566E+02  -0.142406279E+02  -0.159225868E+02  -0.149286005E+02  -0.148646142E+02  -0.148719566E+02  -0.148506279E+02
   0.605309500E+05   0.139693005E+05  -0.146439118E+02  -0.149945608E+02  -0.149253114E+02  -0.147039118E+02  -0.144860619E+02  -0.142503621E+02  -0.158067109E+02  -0.148553114E+02  -0.148296116E+02  -0.148539118E+02  -0.148582120E+02
   0.707511641E+05   0.129840021E+05  -0.146157044E+02  -0.148719241E+02  -0.148551354E+02  -0.146730621E+02  -0.144709889E+02  -0.142536311E+02  -0.156945664E+02  -0.147824931E+02  -0.147804199E+02  -0.148283466E+02  -0.148509889E+02
   0.808115726E+05   0.122158837E+05  -0.145840196E+02  -0.147604661E+02  -0.147872428E+02  -0.146326643E+02  -0.144553750E+02  -0.142467303E+02  -0.155904661E+02  -0.147058875E+02  -0.147313089E+02  -0.148026643E+02  -0.148353750E+02
   0.914602886E+05   0.115419089E+05  -0.145490380E+02  -0.146443707E+02  -0.147117043E+02  -0.145895713E+02  -0.144285048E+02  -0.142279715E+02  -0.154743707E+02  -0.146222376E+02  -0.146801045E+02  -0.147595713E+02  -0.148085048E+02
   0.101774063E+06   0.109434847E+05  -0.145108488E+02  -0.145221900E+02  -0.146279440E+02  -0.145436980E+02  -0.143979995E+02  -0.142123011E+02  -0.153521900E+02  -0.145379440E+02  -0.146265472E+02  -0.147208488E+02  -0.147851503E+02
   0.112339122E+06   0.103432001E+05  -0.144614365E+02  -0.143836739E+02  -0.145404319E+02  -0.144914365E+02  -0.143619388E+02  -0.141924411E+02  -0.152189251E+02  -0.144451808E+02  -0.145609342E+02  -0.146766876E+02  -0.147571899E+02
   0.122879400E+06   0.979393916E+04  -0.144204776E+02  -0.142507330E+02  -0.144621340E+02  -0.144474204E+02  -0.143365922E+02  -0.141827068E+02  -0.150907330E+02  -0.143590767E+02  -0.145013058E+02  -0.146404776E+02  -0.147396495E+02
   0.132995055E+06   0.929880786E+04  -0.143800122E+02  -0.141135224E+02  -0.143769836E+02  -0.143995795E+02  -0.143108775E+02  -0.141717428E+02  -0.149543877E+02  -0.142665510E+02  -0.144387142E+02  -0.146000122E+02  -0.147208775E+02
   0.143185562E+06   0.887682788E+04  -0.143485896E+02  -0.139813886E+02  -0.142985624E+02  -0.143614428E+02  -0.142928830E+02  -0.141671765E+02  -0.148356820E+02  -0.141814157E+02  -0.143871494E+02  -0.145685896E+02  -0.147028830E+02
   0.153017030E+06   0.854146959E+04  -0.143258012E+02  -0.138758754E+02  -0.142371692E+02  -0.143331395E+02  -0.142811247E+02  -0.141664482E+02  -0.147358754E+02  -0.141145074E+02  -0.143478161E+02  -0.145458012E+02  -0.146937864E+02
   0.163192539E+06   0.820240007E+04  -0.142915518E+02  -0.137548630E+02  -0.141624303E+02  -0.142931059E+02  -0.142584436E+02  -0.141553355E+02  -0.146148630E+02  -0.140339844E+02  -0.142962140E+02  -0.145115518E+02  -0.146768896E+02
   0.173810058E+06   0.787347843E+04  -0.142531219E+02  -0.136191697E+02  -0.140739707E+02  -0.142487717E+02  -0.142318221E+02  -0.141405224E+02  -0.144835198E+02  -0.139439707E+02  -0.142357214E+02  -0.144731219E+02  -0.146561723E+02
   0.184233971E+06   0.759996414E+04  -0.142176172E+02  -0.134986139E+02  -0.139934390E+02  -0.142082640E+02  -0.142063234E+02  -0.141250297E+02  -0.143679670E+02  -0.138634390E+02  -0.141802046E+02  -0.144376172E+02  -0.146356766E+02
   0.194495759E+06   0.734040630E+04  -0.141708046E+02  -0.133616464E+02  -0.139056232E+02  -0.141564069E+02  -0.141695999E+02  -0.141071907E+02  -0.142360440E+02  -0.137668278E+02  -0.141176115E+02  -0.143908046E+02  -0.146083953E+02
   0.204672593E+06   0.712675586E+04  -0.141299755E+02  -0.132453817E+02  -0.138312671E+02  -0.141113870E+02  -0.141371526E+02  -0.140915068E+02  -0.141239702E+02  -0.136840900E+02  -0.140642099E+02  -0.143499755E+02  -0.145843297E+02
   0.215172492E+06   0.690749281E+04  -0.140829137E+02  -0.131109548E+02  -0.137450322E+02  -0.140567178E+02  -0.141022075E+02  -0.140684034E+02  -0.139940527E+02  -0.135919342E+02  -0.139974240E+02  -0.143029137E+02  -0.145522075E+02
   0.225585467E+06   0.671954632E+04  -0.140396172E+02  -0.129886061E+02  -0.136661622E+02  -0.140055161E+02  -0.140707688E+02  -0.140448699E+02  -0.138756567E+02  -0.135091117E+02  -0.139343644E+02  -0.142596172E+02  -0.145207688E+02
   0.235432452E+06   0.654796728E+04  -0.139961265E+02  -0.128712869E+02  -0.135890600E+02  -0.139554198E+02  -0.140382464E+02  -0.140203663E+02  -0.137619935E+02  -0.134276467E+02  -0.138732999E+02  -0.142168331E+02  -0.144889530E+02
   0.245490850E+06   0.639811438E+04  -0.139515122E+02  -0.127557003E+02  -0.135106494E+02  -0.139074259E+02  -0.140037710E+02  -0.139960299E+02  -0.136497866E+02  -0.133424768E+02  -0.138151671E+02  -0.141755985E+02  -0.144578573E+02
   0.256037984E+06   0.624868625E+04  -0.139092801E+02  -0.126426971E+02  -0.134347167E+02  -0.138618237E+02  -0.139716490E+02  -0.139740180E+02  -0.135401534E+02  -0.132598041E+02  -0.137594547E+02  -0.141367364E+02  -0.144291054E+02
   0.266526323E+06   0.612782833E+04  -0.138762914E+02  -0.125519969E+02  -0.133743394E+02  -0.138259010E+02  -0.139470722E+02  -0.139576578E+02  -0.134521921E+02  -0.131941442E+02  -0.137155106E+02  -0.141062914E+02  -0.144072674E+02
   0.276997126E+06   0.600506965E+04  -0.138349505E+02  -0.124453431E+02  -0.133033108E+02  -0.137786226E+02  -0.139176064E+02  -0.139370983E+02  -0.133485070E+02  -0.131201468E+02  -0.136622946E+02  -0.140649505E+02  -0.143807704E+02
   0.286792431E+06   0.590364369E+04  -0.137996931E+02  -0.123561227E+02  -0.132435247E+02  -0.137384595E+02  -0.138921605E+02  -0.139190110E+02  -0.132617395E+02  -0.130579079E+02  -0.136172258E+02  -0.140296931E+02  -0.143577773E+02
   0.296784118E+06   0.580511313E+04  -0.137693861E+02  -0.122733930E+02  -0.131893892E+02  -0.137033867E+02  -0.138713848E+02  -0.139053838E+02  -0.131813927E+02  -0.130013895E+02  -0.135773873E+02  -0.139993861E+02  -0.143393845E+02
   0.307487436E+06   0.571758643E+04  -0.137410435E+02  -0.121980483E+02  -0.131396707E+02  -0.136709187E+02  -0.138515427E+02  -0.138920419E+02  -0.131081731E+02  -0.129494211E+02  -0.135404195E+02  -0.139711683E+02  -0.143217923E+02
   0.318550503E+06   0.562846713E+04  -0.137111408E+02  -0.121126915E+02  -0.130843516E+02  -0.136387054E+02  -0.138308824E+02  -0.138806239E+02  -0.130251269E+02  -0.128894808E+02  -0.134989639E+02  -0.139435762E+02  -0.143057531E+02
   0.329835368E+06   0.554692054E+04  -0.136863542E+02  -0.120371629E+02  -0.130363082E+02  -0.136118045E+02  -0.138145527E+02  -0.138727512E+02  -0.129517125E+02  -0.128372089E+02  -0.134636060E+02  -0.139209038E+02  -0.142936520E+02
   0.341099670E+06   0.547267269E+04  -0.136634854E+02  -0.119680938E+02  -0.129922642E+02  -0.135870108E+02  -0.137993840E+02  -0.138652826E+02  -0.128845684E+02  -0.127893149E+02  -0.134311121E+02  -0.138999601E+02  -0.142823333E+02
   0.341099670E+06   0.547706863E+04  -0.136648902E+02  -0.119722339E+02  -0.129949227E+02  -0.135885295E+02  -0.138003329E+02  -0.138657756E+02  -0.128885946E+02  -0.127922014E+02  -0.134330868E+02  -0.139012509E+02  -0.142830543E+02
   0.350795824E+06   0.541472555E+04  -0.136477128E+02  -0.119162638E+02  -0.129599653E+02  -0.135697357E+02  -0.137896209E+02  -0.138615291E+02  -0.128342408E+02  -0.127540112E+02  -0.134078276E+02  -0.138856898E+02  -0.142755750E+02
   0.361205219E+06   0.535286001E+04  -0.136281293E+02  -0.118581848E+02  -0.129227381E+02  -0.135485483E+02  -0.137764534E+02  -0.138547775E+02  -0.127777658E+02  -0.127135760E+02  -0.133802242E+02  -0.138677103E+02  -0.142656154E+02
   0.371641935E+06   0.528855969E+04  -0.136104533E+02  -0.117943180E+02  -0.128843932E+02  -0.135277766E+02  -0.137644684E+02  -0.138498218E+02  -0.127156563E+02  -0.126717165E+02  -0.133524233E+02  -0.138504533E+02  -0.142571451E+02
   0.382164705E+06   0.523232618E+04  -0.135920724E+02  -0.117337268E+02  -0.128472522E+02  -0.135062691E+02  -0.137507775E+02  -0.138423843E+02  -0.126566285E+02  -0.126314488E+02  -0.133246623E+02  -0.138320724E+02  -0.142465809E+02
   0.392600535E+06   0.517671504E+04  -0.135770237E+02  -0.116769350E+02  -0.128136509E+02  -0.134881283E+02  -0.137403669E+02  -0.138381579E+02  -0.126013827E+02  -0.125947555E+02  -0.133003373E+02  -0.138170237E+02  -0.142392624E+02
   0.403586254E+06   0.512215273E+04  -0.135614119E+02  -0.116203673E+02  -0.127798365E+02  -0.134694827E+02  -0.137293058E+02  -0.138331643E+02  -0.125463319E+02  -0.125579073E+02  -0.132756242E+02  -0.138014119E+02  -0.142312350E+02
   0.414792220E+06   0.506827293E+04  -0.135475025E+02  -0.115660143E+02  -0.127479522E+02  -0.134525775E+02  -0.137198901E+02  -0.138297402E+02  -0.124934769E+02  -0.125230272E+02  -0.132527274E+02  -0.137875025E+02  -0.142248152E+02
   0.425254368E+06   0.502405819E+04  -0.135372276E+02  -0.115225507E+02  -0.127229268E+02  -0.134398442E+02  -0.137133029E+02  -0.138280698E+02  -0.124512425E+02  -0.124955433E+02  -0.132350772E+02  -0.137772276E+02  -0.142206863E+02
   0.435845944E+06   0.500000000E+04  -0.135269085E+02  -0.114941729E+02  -0.127045815E+02  -0.134281873E+02  -0.137049902E+02  -0.138224325E+02  -0.124235334E+02  -0.124758604E+02  -0.132207450E+02  -0.137669085E+02  -0.142137114E+02
   0.445981204E+06   0.500000000E+04  -0.135141600E+02  -0.114814244E+02  -0.126918331E+02  -0.134154389E+02  -0.136922418E+02  -0.138096841E+02  -0.124107850E+02  -0.124631119E+02  -0.132079966E+02  -0.137541600E+02  -0.142009629E+02
   0.456642277E+06   0.500000000E+04  -0.135045358E+02  -0.114718002E+02  -0.126822089E+02  -0.134058147E+02  -0.136826176E+02  -0.138000599E+02  -0.124011608E+02  -0.124534877E+02  -0.131983724E+02  -0.137445358E+02  -0.141913387E+02
   0.466836618E+06   0.500000000E+04  -0.134990281E+02  -0.114662925E+02  -0.126767012E+02  -0.134003070E+02  -0.136771099E+02  -0.137945522E+02  -0.123956531E+02  -0.124479800E+02  -0.131928647E+02  -0.137390281E+02  -0.141858310E+02
   0.477172685E+06   0.500000000E+04  -0.134949714E+02  -0.114622357E+02  -0.126726444E+02  -0.133962502E+02  -0.136730531E+02  -0.137904954E+02  -0.123915963E+02  -0.124439233E+02  -0.131888079E+02  -0.137349714E+02  -0.141817743E+02
   0.488354319E+06   0.500000000E+04  -0.134916272E+02  -0.114588916E+02  -0.126693003E+02  -0.133929060E+02  -0.136697089E+02  -0.137871512E+02  -0.123882522E+02  -0.124405791E+02  -0.131854637E+02  -0.137316272E+02  -0.141784301E+02
   0.499760129E+06   0.500000000E+04  -0.134913385E+02  -0.114586029E+02  -0.126690116E+02  -0.133926174E+02  -0.136694203E+02  -0.137868626E+02  -0.123879635E+02  -0.124402904E+02  -0.131851751E+02  -0.137313385E+02  -0.141781414E+02
   0.499760129E+06   0.500000000E+04  -0.134913289E+02  -0.114585933E+02  -0.126690019E+02  -0.133926077E+02  -0.136694106E+02  -0.137868529E+02  -0.123879538E+02  -0.124402808E+02  -0.131851654E+02  -0.137313289E+02  -0.141781318E+02
   0.510523992E+06   0.500000000E+04  -0.134916860E+02  -0.114589504E+02  -0.126693591E+02  -0.133929648E+02  -0.136697677E+02  -0.137872100E+02  -0.123883110E+02  -0.124406379E+02  -0.131855225E+02  -0.137316860E+02  -0.141784889E+02
   0.520838984E+06   0.500000000E+04  -0.134796088E+02  -0.114468732E+02  -0.126572819E+02  -0.133808877E+02  -0.136576906E+02  -0.137751329E+02  -0.123762338E+02  -0.124285607E+02  -0.131734454E+02  -0.137196088E+02  -0.141664117E+02
   0.520838984E+06   0.500000000E+04  -0.134797653E+02  -0.114470297E+02  -0.126574384E+02  -0.133810442E+02  -0.136578471E+02  -0.137752894E+02  -0.123763903E+02  -0.124287172E+02  -0.131736019E+02  -0.137197653E+02  -0.141665682E+02
   0.520838984E+06   0.500000000E+04  -0.134792530E+02  -0.114465174E+02  -0.126569260E+02  -0.133805318E+02  -0.136573347E+02  -0.137747770E+02  -0.123758779E+02  -0.124282049E+02  -0.131730895E+02  -0.137192530E+02  -0.141660559E+02
   0.530530282E+06   0.500000000E+04  -0.134818576E+02  -0.114491219E+02  -0.126595306E+02  -0.133831364E+02  -0.136599393E+02  -0.137773816E+02  -0.123784825E+02  -0.124308095E+02  -0.131756941E+02  -0.137218576E+02  -0.141686604E+02
   0.541020897E+06   0.500000000E+04  -0.134803107E+02  -0.114475751E+02  -0.126579837E+02  -0.133815895E+02  -0.136583924E+02  -0.137758347E+02  -0.123769356E+02  -0.124292626E+02  -0.131741472E+02  -0.137203107E+02  -0.141671136E+02
   0.550834735E+06   0.500000000E+04  -0.134819596E+02  -0.114492240E+02  -0.126596326E+02  -0.133832384E+02  -0.136600413E+02  -0.137774836E+02  -0.123785845E+02  -0.124309115E+02  -0.131757961E+02  -0.137219596E+02  -0.141687625E+02
   0.560845326E+06   0.500000000E+04  -0.134853494E+02  -0.114526138E+02  -0.126630225E+02  -0.133866283E+02  -0.136634312E+02  -0.137808735E+02  -0.123819744E+02  -0.124343013E+02  -0.131791860E+02  -0.137253494E+02  -0.141721523E+02
   0.572231283E+06   0.500000000E+04  -0.134901283E+02  -0.114573927E+02  -0.126678013E+02  -0.133914071E+02  -0.136682100E+02  -0.137856523E+02  -0.123867532E+02  -0.124390802E+02  -0.131839648E+02  -0.137301283E+02  -0.141769312E+02
