  0.0000000000E+000 0000
  0.2243119017E+002 0100
  0.1007316107E+005 0100
  0.2018168626E+005 0098
  0.3034034875E+005 0095
  0.4039835271E+005 0094
  0.5075760432E+005 0091
  0.6099053190E+005 0089
  0.7124491923E+005 0086
  0.8132581757E+005 0083
  0.9198828597E+005 0080
  0.1022918794E+006 0078
  0.1128389979E+006 0076
  0.1233486446E+006 0075
  0.1342261511E+006 0074
  0.1443476776E+006 0073
  0.1543646228E+006 0072
  0.1652487751E+006 0071
  0.1759076045E+006 0070
  0.1862398353E+006 0069
  0.1959326113E+006 0068
  0.2062999491E+006 0067
  0.2174142878E+006 0067
  0.2275975499E+006 0066
  0.2384480275E+006 0065
  0.2480459376E+006 0064
  0.2581924215E+006 0064
  0.2690577256E+006 0063
  0.2782481113E+006 0062
  0.2878867211E+006 0062
  0.2980022308E+006 0061
  0.3086251997E+006 0060
  0.3197882704E+006 0060
  0.3315263816E+006 0059
  0.3407297699E+006 0059
  0.3503279510E+006 0058
  0.3603770591E+006 0058
  0.3708318690E+006 0057
  0.3817132827E+006 0057
  0.3930435124E+006 0056
  0.4048461242E+006 0056
  0.4171460987E+006 0055
  0.4256354014E+006 0055
  0.4343657118E+006 0055
  0.4434389315E+006 0054
  0.4527758095E+006 0054
  0.4623855316E+006 0053
  0.4722750487E+006 0053
  0.4824379820E+006 0053
  0.4928806413E+006 0052
  0.5036122755E+006 0052
  0.5146424748E+006 0052
  0.5259811871E+006 0051
  0.5377971953E+006 0051
  0.5499820111E+006 0050
  0.5625168559E+006 0050
  0.5754136159E+006 0050
  0.5886846359E+006 0049
  0.5954644798E+006 0049
  0.6023427327E+006 0049
  0.6093210732E+006 0049
  0.6164012116E+006 0049
  0.6236583535E+006 0048
  0.6310273449E+006 0048
  0.6385054712E+006 0048
  0.6460946490E+006 0048
  0.6537968259E+006 0047
  0.6616139830E+006 0047
  0.6695481364E+006 0047
  0.6776013385E+006 0047
  0.6857756783E+006 0047
  0.6940732823E+006 0047
  0.7024963152E+006 0047
  0.7110469802E+006 0046
  0.7198114118E+006 0046
  0.7287594543E+006 0046
  0.7378455669E+006 0045
  0.7470721728E+006 0045
  0.7564417483E+006 0045
  0.7659568220E+006 0045
  0.7756199747E+006 0045
  0.7854338402E+006 0045
  0.7954011064E+006 0045
  0.8055245164E+006 0044
  0.8159010116E+006 0044
  0.8264439358E+006 0044
  0.8371543905E+006 0044
  0.8480353983E+006 0043
  0.8590900524E+006 0043
  0.8703215161E+006 0043
  0.8817330197E+006 0043
  0.9296141799E+006 0042
  0.9808572643E+006 0041
  0.1036073376E+007 0040
  0.1095177052E+007 0040
  0.1142408209E+007 0039
  0.1192191669E+007 0038
  0.1244885430E+007 0038
  0.1300531622E+007 0037
  0.1359190713E+007 0036
  0.1421214228E+007 0036
  0.1464362420E+007 0035
  0.1509275789E+007 0035
  0.1555759489E+007 0034
  0.1604046806E+007 0034
  0.1654031247E+007 0033
  0.1706011192E+007 0033
  0.1759828625E+007 0032
  0.1873505847E+007 0031
  0.1963711630E+007 0030
  0.2086108244E+007 0029
  0.2179824051E+007 0029
  0.2275021245E+007 0028
  0.2371714100E+007 0027
  0.2469848786E+007 0027
  0.2569548230E+007 0026
  0.2670803196E+007 0025
  0.2773679875E+007 0025
  0.2878259858E+007 0024
  0.2984736085E+007 0023
  0.3093197879E+007 0023
  0.3203709285E+007 0022
  0.3316470026E+007 0021
  0.3431635005E+007 0021
  0.3549323166E+007 0020
  0.3669720760E+007 0019
  0.3751661483E+007 0018
  0.3834666027E+007 0018
  0.3919175431E+007 0017
  0.4005211050E+007 0017
  0.4092590545E+007 0016
  0.4181597975E+007 0015
  0.4272340937E+007 0015
  0.4364952889E+007 0014
  0.4459416213E+007 0013
  0.4555834636E+007 0012
  0.4654212847E+007 0011
  0.4754632137E+007 0011
  0.4857162114E+007 0010
  0.4961790435E+007 0009
  0.5000000000E+007 0009
