  0.0000000000E+000  0.0000000000E+000
  2.2317082715E+001  1.3096526236E+012
  1.0072235162E+004  4.6723285127E+013
  2.0164886417E+004  7.6012413944E+013
  3.0235949035E+004  9.8107751295E+013
  4.0366089558E+004  1.1964556994E+014
  5.0571439251E+004  1.3585176421E+014
  6.0827827724E+004  1.4793658213E+014
  7.1119304621E+004  1.5740491438E+014
  8.1254172864E+004  1.6567310715E+014
  9.1994657808E+004  1.7331586578E+014
  1.0239311001E+005  1.8086697135E+014
  1.1304918954E+005  1.8946011630E+014
  1.2368454430E+005  1.9931847900E+014
  1.3388367008E+005  2.0911030820E+014
  1.4415904331E+005  2.1928135661E+014
  1.5435961937E+005  2.2938694429E+014
  1.6431933949E+005  2.3900482982E+014
  1.7511623480E+005  2.4902829284E+014
  1.8560417328E+005  2.5825154403E+014
  1.9545442307E+005  2.6643510776E+014
  2.0599924952E+005  2.7469768490E+014
  2.1564536018E+005  2.8210478799E+014
  2.2590685203E+005  2.8965200144E+014
  2.3684165164E+005  2.9726494556E+014
  2.4651472532E+005  3.0355254885E+014
  2.5674139028E+005  3.1024610174E+014
  2.6765776477E+005  3.1705712189E+014
  2.7691538381E+005  3.2255079186E+014
  2.8662720218E+005  3.2788564691E+014
  2.9682279991E+005  3.3403924376E+014
  3.0753363060E+005  3.3983028513E+014
  3.1879321430E+005  3.4630198039E+014
  3.2761946442E+005  3.5111518780E+014
  3.3679049162E+005  3.5650259091E+014
  3.4632316724E+005  3.6146434869E+014
  3.5630349600E+005  3.6747841075E+014
  3.6672284608E+005  3.7326631999E+014
  3.7756889168E+005  3.7933929107E+014
  3.8886343248E+005  3.8551489365E+014
  4.0062956964E+005  3.9222391481E+014
  4.1289178531E+005  3.9872885670E+014
  4.2135494535E+005  4.0371165979E+014
  4.3005815245E+005  4.0833789025E+014
  4.3900979285E+005  4.1289264078E+014
  4.4831422868E+005  4.1840218635E+014
  4.5789020302E+005  4.2284784357E+014
  4.6774747674E+005  4.2855155361E+014
  4.7789620940E+005  4.3385482272E+014
  4.8834697343E+005  4.3867963267E+014
  4.9910709637E+005  4.4492794848E+014
  5.1017334910E+005  4.5069232982E+014
  5.2155503511E+005  4.5580578455E+014
  5.3332522804E+005  4.6269117080E+014
  5.4266535462E+005  4.6666275726E+014
  5.5272364938E+005  4.7182302646E+014
  5.6355533271E+005  4.7748639941E+014
  5.7521987093E+005  4.8287625040E+014
  5.8778130280E+005  4.8878260165E+014
  5.9668770674E+005  4.9356658673E+014
  6.0604499738E+005  4.9824170391E+014
  6.1587600086E+005  5.0273701676E+014
  6.2620469889E+005  5.0778913310E+014
  6.3705628726E+005  5.1293319735E+014
  6.4845723729E+005  5.1783108606E+014
  6.6043536042E+005  5.2325596828E+014
  6.7301987602E+005  5.2967006635E+014
  6.8624148274E+005  5.3590496179E+014
  6.9310121140E+005  5.3891981564E+014
  7.0013243329E+005  5.4183260668E+014
  7.0733943572E+005  5.4497251917E+014
  7.1472661321E+005  5.4923797680E+014
  7.2229847014E+005  5.5248294200E+014
  7.3005962349E+005  5.5564848148E+014
  7.3801480568E+005  5.5868728582E+014
  7.4616886742E+005  5.6288497523E+014
  7.5452678070E+005  5.6706327086E+014
  7.6309364182E+005  5.7121428227E+014
  7.7187467446E+005  5.7532153834E+014
  7.8087523292E+005  5.7936687282E+014
  7.9010080535E+005  5.8332793075E+014
  7.9955701708E+005  5.8713754884E+014
  8.0440332559E+005  5.9034053244E+014
  8.1446244470E+005  5.9485361838E+014
  8.2503080671E+005  5.9941075314E+014
  8.3613419205E+005  6.0395950478E+014
  8.4779968627E+005  6.0923090602E+014
  8.6005574614E+005  6.1529099284E+014
  8.7293226903E+005  6.2145346628E+014
  9.2490500044E+005  6.4459962902E+014
  9.7961781102E+005  6.6859466842E+014
  1.0368626874E+006  6.9213888959E+014
  1.0871079053E+006  7.1361958552E+014
  1.1417248322E+006  7.3541763856E+014
  1.1988693874E+006  7.5658482486E+014
  1.2529782590E+006  7.7570845693E+014
  1.3049762583E+006  7.9423533313E+014
  1.3592719489E+006  8.1173332143E+014
  1.4187803479E+006  8.3009025313E+014
  1.4717952313E+006  8.4587040172E+014
  1.5223866077E+006  8.5950585181E+014
  1.5796261064E+006  8.7526123221E+014
  1.6307876835E+006  8.8795425858E+014
  1.6872604919E+006  9.0152136604E+014
  1.7334301814E+006  9.1185682590E+014
  1.7831498872E+006  9.2249879808E+014
  1.8874239131E+006  9.4213590989E+014
  1.9956350171E+006  9.5896559061E+014
  2.1142350289E+006  9.7307826454E+014
  2.2198934890E+006  9.8237449416E+014
  2.3101350791E+006  9.8960537216E+014
  2.4317085812E+006  1.0000088854E+015
  2.5365487106E+006  1.0097851151E+015
  2.6420220052E+006  1.0197978601E+015
  2.7426737242E+006  1.0356181266E+015
  2.8451854319E+006  1.0510920867E+015
  2.9549316610E+006  1.0702771135E+015
  3.0704527422E+006  1.0923360545E+015
  3.1866714946E+006  1.1141125343E+015
  3.2975774566E+006  1.1353099235E+015
  3.3967069748E+006  1.1541514560E+015
  3.5061274148E+006  1.1732879832E+015
  3.6269071069E+006  1.1931916998E+015
  3.7256512822E+006  1.2086641386E+015
  3.8319879589E+006  1.2236422627E+015
  3.9465009290E+006  1.2379044959E+015
  4.0698188731E+006  1.2513915087E+015
  4.1572547191E+006  1.2601337451E+015
  4.2475030780E+006  1.2678046081E+015
  4.3396360463E+006  1.2738571324E+015
  4.4336935325E+006  1.2784587574E+015
  4.5297084301E+006  1.2820983846E+015
  4.6277493264E+006  1.2840921651E+015
  4.7278394982E+006  1.2851264990E+015
  4.8300028357E+006  1.2860361479E+015
  4.9342668973E+006  1.2879056008E+015
  5.0000000000E+006  1.2899051503E+015
  5.0000000000E+006  1.2899051503E+015
